id,year,state_name,state_code,district_name,district_code,block_name,block_code,village_name,village_code,nutrient_type,nutrient_name,nutrient_level,value,old_district_name
9919468,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Electrical Conductivity,Saline,0,Adilabad
9919469,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Nitrogen,High,53,Adilabad
9919470,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Nitrogen,Low,134,Adilabad
9919471,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Nitrogen,Medium,138,Adilabad
9919472,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Organic Carbon,High,136,Adilabad
9919473,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Organic Carbon,Low,134,Adilabad
9919474,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Organic Carbon,Medium,55,Adilabad
9919475,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Phosphorus,High,293,Adilabad
9919476,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Phosphorus,Low,2,Adilabad
9919477,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Phosphorus,Medium,30,Adilabad
9919478,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Potassium,High,202,Adilabad
9919479,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Potassium,Low,37,Adilabad
9919480,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Potassium,Medium,86,Adilabad
9919481,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Soil Ph,Acidic,0,Adilabad
9919482,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Soil Ph,Alkaline,7,Adilabad
9919483,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Macro,Soil Ph,Neutral,318,Adilabad
9919484,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Boron,Deficient,150,Adilabad
9919485,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Boron,Sufficient,175,Adilabad
9919486,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Copper,Deficient,0,Adilabad
9919487,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Copper,Sufficient,117,Adilabad
9919488,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Iron,Deficient,52,Adilabad
9919489,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Iron,Sufficient,65,Adilabad
9919490,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Manganese,Deficient,7,Adilabad
9919491,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Manganese,Sufficient,110,Adilabad
9919492,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Sulphur,Deficient,52,Adilabad
9919493,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Sulphur,Sufficient,273,Adilabad
9919494,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Zinc,Deficient,3,Adilabad
9919495,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Babjhari,569235,Micro,Zinc,Sufficient,114,Adilabad
9919496,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Electrical Conductivity,Non Saline,116,Adilabad
9919497,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Electrical Conductivity,Saline,0,Adilabad
9919498,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Nitrogen,High,45,Adilabad
9919499,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Nitrogen,Low,25,Adilabad
9919500,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Nitrogen,Medium,46,Adilabad
9919501,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Organic Carbon,High,49,Adilabad
9919502,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Organic Carbon,Low,28,Adilabad
9919503,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Organic Carbon,Medium,39,Adilabad
9919504,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Phosphorus,High,104,Adilabad
9919505,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Phosphorus,Low,2,Adilabad
9919506,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Phosphorus,Medium,10,Adilabad
9919507,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Potassium,High,97,Adilabad
9919508,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Potassium,Low,1,Adilabad
9919509,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Potassium,Medium,18,Adilabad
9919510,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Soil Ph,Acidic,0,Adilabad
9919511,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Soil Ph,Alkaline,0,Adilabad
9919512,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Macro,Soil Ph,Neutral,116,Adilabad
9919513,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Boron,Deficient,88,Adilabad
9919514,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Boron,Sufficient,28,Adilabad
9919515,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Copper,Deficient,0,Adilabad
9919516,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Copper,Sufficient,88,Adilabad
9919517,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Iron,Deficient,41,Adilabad
9919518,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Iron,Sufficient,47,Adilabad
9919519,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Manganese,Deficient,6,Adilabad
9919520,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Manganese,Sufficient,82,Adilabad
9919521,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Sulphur,Deficient,18,Adilabad
9919522,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Sulphur,Sufficient,98,Adilabad
9919523,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Zinc,Deficient,3,Adilabad
9919524,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Balanpur,569252,Micro,Zinc,Sufficient,85,Adilabad
9919525,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Electrical Conductivity,Non Saline,631,Adilabad
9919526,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Electrical Conductivity,Saline,1,Adilabad
9919527,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Nitrogen,High,4,Adilabad
9919528,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Nitrogen,Low,422,Adilabad
9919529,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Nitrogen,Medium,206,Adilabad
9919530,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Organic Carbon,High,228,Adilabad
9919531,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Organic Carbon,Low,303,Adilabad
9919532,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Organic Carbon,Medium,101,Adilabad
9919533,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Phosphorus,High,544,Adilabad
9919534,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Phosphorus,Low,6,Adilabad
9919535,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Phosphorus,Medium,82,Adilabad
9919536,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Potassium,High,382,Adilabad
9919537,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Potassium,Low,58,Adilabad
9919538,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Potassium,Medium,192,Adilabad
9919539,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Soil Ph,Acidic,0,Adilabad
9919540,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Soil Ph,Alkaline,17,Adilabad
9919541,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Macro,Soil Ph,Neutral,615,Adilabad
9919542,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Boron,Deficient,329,Adilabad
9919543,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Boron,Sufficient,303,Adilabad
9919544,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Copper,Deficient,0,Adilabad
9919545,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Copper,Sufficient,255,Adilabad
9919546,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Iron,Deficient,133,Adilabad
9919547,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Iron,Sufficient,122,Adilabad
9919548,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Manganese,Deficient,15,Adilabad
9919549,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Manganese,Sufficient,240,Adilabad
9919550,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Sulphur,Deficient,90,Adilabad
9919551,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Sulphur,Sufficient,542,Adilabad
9919552,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Zinc,Deficient,7,Adilabad
9919553,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Bheempur,569240,Micro,Zinc,Sufficient,248,Adilabad
9919554,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Electrical Conductivity,Non Saline,252,Adilabad
9919555,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Electrical Conductivity,Saline,0,Adilabad
9919556,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Nitrogen,High,48,Adilabad
9919557,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Nitrogen,Low,128,Adilabad
9919558,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Nitrogen,Medium,76,Adilabad
9919559,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Organic Carbon,High,82,Adilabad
9919560,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Organic Carbon,Low,127,Adilabad
9919561,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Organic Carbon,Medium,43,Adilabad
9919562,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Phosphorus,High,228,Adilabad
9919563,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Phosphorus,Low,3,Adilabad
9919564,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Phosphorus,Medium,21,Adilabad
9919565,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Potassium,High,172,Adilabad
9919566,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Potassium,Low,24,Adilabad
9919567,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Potassium,Medium,56,Adilabad
9919568,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Soil Ph,Acidic,0,Adilabad
9919569,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Soil Ph,Alkaline,0,Adilabad
9919570,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Macro,Soil Ph,Neutral,252,Adilabad
9919571,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Boron,Deficient,137,Adilabad
9919572,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Boron,Sufficient,115,Adilabad
9919573,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Copper,Deficient,0,Adilabad
9919574,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Copper,Sufficient,116,Adilabad
9919575,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Iron,Deficient,50,Adilabad
9919576,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Iron,Sufficient,66,Adilabad
9919577,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Manganese,Deficient,5,Adilabad
9919578,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Manganese,Sufficient,111,Adilabad
9919579,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Sulphur,Deficient,39,Adilabad
9919580,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Sulphur,Sufficient,213,Adilabad
9919581,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Zinc,Deficient,4,Adilabad
9919582,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Chorgaon,569233,Micro,Zinc,Sufficient,112,Adilabad
9919583,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Electrical Conductivity,Non Saline,57,Adilabad
9919584,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Electrical Conductivity,Saline,0,Adilabad
9919585,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Nitrogen,High,0,Adilabad
9919586,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Nitrogen,Low,36,Adilabad
9919587,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Nitrogen,Medium,21,Adilabad
9919588,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Organic Carbon,High,11,Adilabad
9919589,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Organic Carbon,Low,38,Adilabad
9919590,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Organic Carbon,Medium,8,Adilabad
9919591,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Phosphorus,High,45,Adilabad
9919592,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Phosphorus,Low,0,Adilabad
9919593,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Phosphorus,Medium,12,Adilabad
9919594,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Potassium,High,24,Adilabad
9919595,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Potassium,Low,19,Adilabad
9919596,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Potassium,Medium,14,Adilabad
9919597,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Soil Ph,Acidic,0,Adilabad
9919598,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Soil Ph,Alkaline,0,Adilabad
9919599,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Macro,Soil Ph,Neutral,57,Adilabad
9919600,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Boron,Deficient,29,Adilabad
9919601,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Boron,Sufficient,24,Adilabad
9919602,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Copper,Deficient,0,Adilabad
9919603,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Copper,Sufficient,21,Adilabad
9919604,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Iron,Deficient,11,Adilabad
9919605,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Iron,Sufficient,10,Adilabad
9919606,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Manganese,Deficient,1,Adilabad
9919607,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Manganese,Sufficient,20,Adilabad
9919608,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Sulphur,Deficient,4,Adilabad
9919609,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Sulphur,Sufficient,52,Adilabad
9919610,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Zinc,Deficient,2,Adilabad
9919611,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Dhupapur,569236,Micro,Zinc,Sufficient,19,Adilabad
9919612,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Electrical Conductivity,Non Saline,211,Adilabad
9919613,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Electrical Conductivity,Saline,0,Adilabad
9919614,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Nitrogen,High,1,Adilabad
9919615,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Nitrogen,Low,148,Adilabad
9919616,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Nitrogen,Medium,62,Adilabad
9919617,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Organic Carbon,High,38,Adilabad
9919618,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Organic Carbon,Low,133,Adilabad
9919619,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Organic Carbon,Medium,40,Adilabad
9919620,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Phosphorus,High,170,Adilabad
9919621,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Phosphorus,Low,0,Adilabad
9919622,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Phosphorus,Medium,41,Adilabad
9919623,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Potassium,High,89,Adilabad
9919624,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Potassium,Low,29,Adilabad
9919625,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Potassium,Medium,93,Adilabad
9919626,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Soil Ph,Acidic,0,Adilabad
9919627,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Soil Ph,Alkaline,0,Adilabad
9919628,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Macro,Soil Ph,Neutral,211,Adilabad
9919629,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Boron,Deficient,119,Adilabad
9919630,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Boron,Sufficient,91,Adilabad
9919631,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Copper,Deficient,0,Adilabad
9919632,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Copper,Sufficient,75,Adilabad
9919633,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Iron,Deficient,37,Adilabad
9919634,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Iron,Sufficient,38,Adilabad
9919635,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Manganese,Deficient,3,Adilabad
9919636,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Manganese,Sufficient,72,Adilabad
9919637,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Sulphur,Deficient,19,Adilabad
9919638,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Sulphur,Sufficient,191,Adilabad
9919639,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Zinc,Deficient,2,Adilabad
9919640,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Empalle,569237,Micro,Zinc,Sufficient,73,Adilabad
9919641,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Electrical Conductivity,Non Saline,169,Adilabad
9919642,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Electrical Conductivity,Saline,0,Adilabad
9919643,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Nitrogen,High,4,Adilabad
9919644,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Nitrogen,Low,59,Adilabad
9919645,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Nitrogen,Medium,106,Adilabad
9919646,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Organic Carbon,High,58,Adilabad
9919647,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Organic Carbon,Low,69,Adilabad
9919648,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Organic Carbon,Medium,42,Adilabad
9919649,2024-25,Telangana,36,Adilabad,501,Narnoor,4670,Gangapur,569249,Macro,Phosphorus,High,139,Adilabad
